Ackley2,Michalewicz,Langermann,Himmelblau
-200.0,-1.8013034100985537,-5.162126159963984,0.0
-200.0,-1.8013034100985537,-5.162126159963984,4.3257812526500303e-08
-200.0,-1.8013034100985537,-5.162126159963984,1.1012498236885325e-27
-200.0,-1.8013034100985537,-5.162126159963984,0.0
-200.0,-1.8013034100985537,-5.162126159963984,7.888609052210118e-31
