F32022,F52022,F92022,F122022
600.0000003120748,900.0000226236627,2729.136998062889,2648.332764811781
600.0000004977045,900.0000049705408,2669.077721370735,2870.7056937764837
600.0000003351408,900.0000157594793,2300.0874864933676,2919.29643500347
600.0000008048945,900.0001754931941,2670.091325413452,2693.5832681813336
600.0000002368608,900.089555196481,2300.0674144394166,2939.763352781974
