F32022,F52022,F92022,F122022
600.000000497989,900.4543426506885,2718.8143052498604,2870.542049396145
600.0000003803783,900.0895807325732,2300.1062063623494,2915.0637423432368
600.000000383492,900.0000169432911,2692.008255656336,2826.376527940331
600.0000003482351,900.4545484575021,2670.231604543745,2864.081899456336
600.0000003857889,900.089551362357,2300.138982599313,2879.135905574041
