trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19,trial_20,trial_21,trial_22,trial_23,trial_24,trial_25
21946.28369482332,17085.75278428926,13705.73612035616,15310.162348243506,30911.108878073013,15447.967538754503,22362.086736214926,60219.9351189821,32162.593669477774,28686.195329786235,35076.87178000352,15790.690846118478,14372.402248157341,17825.37122997509,15841.997090668736,27178.92262457641,28405.034092640148,31328.321711111876,18400.2118309364,17718.16141393574,13449.88029639014,22152.370163086114,11720.347038816393,21722.98406693846,19068.847029528788
21321.585188059547,17085.75278428926,13705.73612035616,15310.162348243506,22047.654794952028,15447.967538754503,18635.95917367621,26533.08858947956,32162.593669477774,26062.790781017513,34718.93447614319,15790.690846118478,14172.310996018234,17577.44184080314,12824.819174398946,21919.542546525932,26673.862909799413,22313.35965430012,18400.2118309364,14921.205466230609,13449.88029639014,14522.597189588603,11720.347038816393,21722.98406693846,19068.847029528788
20224.81117132063,17085.75278428926,13705.73612035616,15310.162348243506,22047.654794952028,15447.967538754503,18635.95917367621,26533.08858947956,28656.130984292286,17214.95962176336,34091.803629643255,15790.690846118478,12862.257780639176,17577.44184080314,12824.819174398946,21919.542546525932,21035.168982580442,22313.35965430012,18400.2118309364,14921.205466230609,13449.88029639014,14522.597189588603,11720.347038816393,21722.98406693846,19068.847029528788
20224.81117132063,17085.75278428926,13705.73612035616,15310.162348243506,22047.654794952028,15447.967538754503,18635.95917367621,26533.08858947956,15468.080202823883,17214.95962176336,29826.70329505135,15790.690846118478,12859.51699895711,17577.44184080314,12824.819174398946,21919.542546525932,21035.168982580442,22313.35965430012,18400.2118309364,14921.205466230609,13449.88029639014,14522.597189588603,11720.347038816393,21722.98406693846,19068.847029528788
20224.81117132063,17085.75278428926,13705.73612035616,15310.162348243506,21819.435918188956,15447.967538754503,18635.95917367621,26533.08858947956,15468.080202823883,17214.95962176336,26727.195184312364,15790.690846118478,12563.586005149382,17577.44184080314,12824.819174398946,21919.542546525932,21035.168982580442,22313.35965430012,18400.2118309364,14921.205466230609,13449.88029639014,14522.597189588603,11720.347038816393,21722.98406693846,15312.045631160838
20224.81117132063,17085.75278428926,13705.73612035616,15310.162348243506,21819.435918188956,15447.967538754503,18635.95917367621,26533.08858947956,15468.080202823883,17214.95962176336,26727.195184312364,15790.690846118478,12563.586005149382,17577.44184080314,12824.819174398946,21919.542546525932,21035.168982580442,22313.35965430012,18400.2118309364,14921.205466230609,13449.88029639014,14522.597189588603,11720.347038816393,21722.98406693846,13935.583421277002
20224.81117132063,17085.75278428926,13705.73612035616,15310.162348243506,21819.435918188956,15447.967538754503,18635.95917367621,26533.08858947956,15468.080202823883,17214.95962176336,26727.195184312364,15790.690846118478,12563.586005149382,17577.44184080314,12824.819174398946,21919.542546525932,16699.259097545386,22313.35965430012,18400.2118309364,14921.205466230609,13449.88029639014,14522.597189588603,11720.347038816393,21722.98406693846,13935.583421277002
12301.768051852434,17085.75278428926,13705.73612035616,15310.162348243506,21819.435918188956,15447.967538754503,18635.95917367621,26059.93532010452,14739.72671349604,17214.95962176336,26727.195184312364,15790.690846118478,12563.586005149382,17577.44184080314,12824.819174398946,21919.542546525932,16699.259097545386,22313.35965430012,18400.2118309364,7474.09781923758,13449.88029639014,14522.597189588603,11720.347038816393,21722.98406693846,6905.801696964157
12301.768051852434,17085.75278428926,13705.73612035616,15310.162348243506,21819.435918188956,15447.967538754503,18635.95917367621,26059.93532010452,14739.72671349604,17214.95962176336,26727.195184312364,15790.690846118478,12563.586005149382,17577.44184080314,12824.819174398946,21919.542546525932,16699.259097545386,22313.35965430012,18400.2118309364,7474.09781923758,13449.88029639014,13655.288916985264,11720.347038816393,21722.98406693846,6905.801696964157
12301.768051852434,17085.75278428926,13578.13003439813,15310.162348243506,21819.435918188956,15447.967538754503,18635.95917367621,26059.93532010452,14739.72671349604,17214.95962176336,21688.81959203035,15790.690846118478,12563.586005149382,17577.44184080314,12824.819174398946,21919.542546525932,16699.259097545386,22313.35965430012,18400.2118309364,7474.09781923758,12837.22596975346,13655.288916985264,11720.347038816393,21722.98406693846,6905.801696964157
12301.768051852434,17085.75278428926,13088.143104216519,15310.162348243506,21819.435918188956,14813.356062177001,18635.95917367621,12459.936938631985,14739.72671349604,17214.95962176336,21688.81959203035,15790.690846118478,12563.586005149382,17577.44184080314,12824.819174398946,21919.542546525932,16699.259097545386,22313.35965430012,9199.368335727213,7474.09781923758,9750.723170619774,13655.288916985264,11720.347038816393,21722.98406693846,6905.801696964157
