Ackley2,Michalewicz,Langermann,Himmelblau
-199.9999999994381,-1.8013034100985537,-5.162126159963984,6.702736308808668e-12
-199.9996822026428,-1.8013034100985537,-5.162126159963984,0.0
-199.9999999994555,-1.8013034100985537,-5.162126159963984,0.0
-199.99999958114282,-1.8013034100985537,-5.162126159963983,7.888609052210118e-31
-199.99977060290195,-1.8013034100917338,-5.162126159963984,5.3994499714481e-08
