Ackley2,Michalewicz,Langermann,Himmelblau
-200.0,-1.8013034100985534,-5.162126159963984,0.0
-199.99835461342232,-1.8013034100985537,-5.162126159963984,0.0
-200.0,-1.8013034100985537,-5.162126122214437,5.203814212785203e-08
-199.99999994577408,-1.8013034100985537,-5.162126159963984,1.2069372086695434e-09
-199.9999999005858,-1.8013034100985537,-5.162126159963984,3.150918172176915e-09
