F32022,F52022,F92022,F122022
600.0000004445711,900.0000109956595,2300.056879981313,2922.2100729223257
600.0000003976999,900.0895491331423,2300.1323003667176,2870.9848359575076
600.0000002625364,900.000040530354,2300.0806989079147,2910.5873550827637
600.0000003902572,900.0895809353904,2734.9787581900846,2935.18652178292
600.0000004256606,900.0000189181674,2659.107715922405,2848.900140593324
