Ackley2,Michalewicz,Langermann,Himmelblau
-200.0,-1.8013034100985537,-5.162126159963984,1.0947355818795923e-07
-199.99984041578477,-1.8013034100985519,-5.162126159963983,8.615070448622457e-14
-199.99859557301684,-1.8013034100985534,-5.162126159963983,1.3553154887976084e-09
-199.9999823501816,-1.8013034100985537,-5.162126159963983,3.573384021736312e-20
-199.99999272243386,-1.8013034100985537,-5.162126159963984,5.501120541526137e-16
