F32022,F52022,F92022,F122022
600.0000262583969,901.1793247740709,2702.289110995544,3045.198802631558
600.0000168133731,901.0908468940341,2729.355325908026,3058.909620297476
600.0000263097864,901.2747165704343,2748.5716456678447,3116.28252075423
600.0000208889127,902.0920709496418,2748.33503765393,2985.978606437259
600.0000244323106,902.1863806872685,2679.7652813853733,3087.871090575743
