Ackley2,Michalewicz,Langermann,Himmelblau
-200.0,-1.8013034100985537,-5.162126159963984,7.490388091100874e-09
-200.0,-1.8013034100985537,-5.162126159963984,0.0
-199.9996069309565,-1.8013034100985537,-5.162126159963984,4.8829720141411546e-08
-199.9999236160336,-1.8013034100985537,-5.162126159963984,7.930324632224337e-08
-199.9999999513016,-1.8013034100985537,-5.162126159963984,6.206777220056766e-10
