trial_1,trial_2,trial_3,trial_4,trial_5
602.2240575249633,602.0587796645499,601.769165068159,601.2683459182986,602.3371382602526
601.5583302271657,601.2647084175834,601.5738644166314,600.8868007959449,601.5876488053859
601.2833370388142,601.0792592585195,600.9586539121224,600.6528887362191,601.3646327220727
601.0994112421969,600.9533343092431,600.8065103876617,600.5252817800853,601.1432954049421
601.0592775827029,600.8749234417863,600.7832699247282,600.492196108302,601.1432954049421
601.0542415335365,600.8575028761713,600.7478167808398,600.4585829992765,601.0748993893958
601.0205689204805,600.8040423234108,600.6862325784232,600.3695929579677,601.0331313403341
600.9473697599728,600.729183687394,600.6568457590935,600.3648693176702,600.9569062102232
600.9094556892684,600.71637202017,600.6251885384578,600.3551923620628,600.9085938831947
600.8661387373578,600.6559618160162,600.5778186877693,600.3305354003903,600.8330595433226
600.8192605745262,600.6328441206163,600.5428506795315,600.2780571734747,600.8330595433226
600.7437900484317,600.5944149758312,600.54109408857,600.271395476349,600.8063997478572
600.7437900484317,600.5190305610624,600.5246069822706,600.2429500354684,600.7426079606367
600.6876991211575,600.5069336920158,600.4889851308976,600.2090589920095,600.7223020248375
600.6639434713244,600.5069336920158,600.45010685899,600.2090589920095,600.6723762856237
600.6433393631768,600.4794562543532,600.4413505391262,600.1857622600461,600.6606892372313
600.6062745411799,600.4676872594774,600.4353772357267,600.1832751626957,600.631382580038
600.5624800569352,600.4420644803695,600.4090644049315,600.1581282243869,600.5981018430015
600.548150437961,600.4253068495944,600.3880030222067,600.1283000051343,600.5555864717131
600.5374698692098,600.3949217555689,600.3802505958129,600.1126872256026,600.5291339695099
600.4695588591802,600.3673989010289,600.3422368689942,600.1126872256026,600.4971326935994
600.4596781924525,600.3567928802208,600.3212464195265,600.1076413994429,600.4624855935597
600.4354783097265,600.3403218859678,600.3106351500974,600.098865446463,600.4113082201753
600.4089817597995,600.3221164559103,600.3007444681889,600.089422324551,600.3918208082548
600.3932209818752,600.313839486482,600.2645647282719,600.0647031909974,600.3817807868079
600.3457810464029,600.2851444415653,600.2535176716897,600.0565153498991,600.3531563399763
600.3416085568475,600.246457027272,600.2179211652494,600.0540644326381,600.3284104771755
600.3203935480783,600.2448164326394,600.2074005754871,600.053884490605,600.319892726935
600.2911253863086,600.2430239835636,600.1956970302389,600.0519807050039,600.2792117299122
600.2911253863086,600.2227689852099,600.1824744012769,600.0435675793692,600.2615129555146
600.2607709210209,600.1988714662334,600.1581950603261,600.037007091003,600.2152704566373
600.2469149721368,600.1941509957237,600.1441478864582,600.0340388071609,600.2027616260534
600.2294973690251,600.1852576657877,600.1403498385532,600.0334365973578,600.1990749183067
600.204467168214,600.1705043489425,600.1291760402285,600.0290731425515,600.1887832137684
600.1902007311689,600.1570270613981,600.1197237595993,600.0259066279524,600.1700123870544
600.1769147896176,600.1501371450813,600.099179440001,600.0243207109777,600.1529808655127
