F32022,F52022,F92022,F122022
600.0000105493472,901.4586901427023,2669.6902233713595,2988.032597567999
600.0000073202187,902.0292532661437,2684.0237141706284,2999.530640886342
600.0000097388588,900.5462638099444,2667.4906633762785,2933.8637617393074
600.0000100261398,901.9967518491867,2674.789997495439,2925.1109099707055
600.0000073901623,901.458285782172,2667.3240829930774,3044.114185914127
