F32022,F52022,F92022,F122022
600.000000506498,900.4586528245509,2300.1893946187984,2927.6582581176726
600.0000017040566,901.0880431370933,2300.1463687276714,2910.874521146062
600.0000017185764,900.00041185299,2300.202687040698,3012.786363105689
600.0000006467881,900.0896977365874,2300.184225124657,2937.965290613994
600.0000006130329,900.6335635473317,2300.181838026842,2959.1839148542704
