F12022,F22022,F32022,F42022,F52022,F62022,F72022,F82022,F92022,F102022,F112022,F122022
300.0903913215988,449.089847179033,600.0000000001185,954.4852496520977,900.000000480554,39082.56788223478,2125.690609495372,2075.279311317855,2636.2496529172113,2242.498229876387,2600.0813115371157,2935.210476435439
300.1056697915916,449.13808286097117,600.000000000667,941.1948899910192,900.0000363731508,97026.0651691343,1903.880948782455,2239.6975528819166,2636.394243997075,1592.2815057395892,2600.001886715983,2935.737620795548
300.0086769260724,449.087357869042,600.000000000472,959.2812548182842,900.0000019341182,44668.86124326732,2045.734366797263,2228.7427657839735,2636.5318201156742,2798.996306113311,2600.016877129913,2937.9911976423346
300.28883453039145,449.0876509257864,600.0000000002229,958.1923675619879,900.0000027958383,48530.07104010761,2061.4622526601047,2248.081186721719,2636.3477918550802,2801.166346757114,2600.007215917052,2936.4240768086006
300.01824723885494,449.08461820217116,600.0000000005267,965.7341536951826,900.0000007176552,124264.550855427,1903.5155455043837,2074.214179097151,2636.3251303220045,1211.402300348877,2600.0033566473044,2943.3924400561236
300.0995954702121,473.10523387860553,600.0000000001963,919.8007037040773,900.0000063658559,350663.2795392972,1912.0521687472922,2232.834498331801,2638.4541960761417,2790.1131498987083,2600.0128282198925,2947.277944213219
300.1397075753786,449.10100465156506,600.0000000009583,959.5667264188239,900.0000002546445,52651.220863787814,1927.2340446690473,2594.874350327574,2636.6019389515122,2823.0533548090248,2600.004622609212,2939.4271872448094
300.10077534787496,471.1822061711493,600.0000000004526,959.394912456354,900.0000024761007,316188.80256602424,1901.8209573205163,2067.3240959564955,2636.293931793163,1377.2186179450955,2600.023016263293,2929.637778523161
300.109118179742,449.1025020637725,600.0000000004727,964.7307369980583,900.0000047935199,601045.9820576498,1909.5833530206216,2251.037873755636,2635.913232731377,1434.0017697878989,2600.0043199655106,2927.210833505224
300.0373130894033,449.086528923024,600.0000000002669,917.5376659583283,900.0000281448794,267563.44628602057,1886.7734586348145,2306.985461456844,2637.762808256968,1299.1659735906387,2600.002211385096,2938.2138351522917
300.14303558706536,449.0949947240253,600.0000000004108,940.173738233794,900.0000459444024,55283.20780315522,1891.2927128974586,2904.8357212883234,2641.3240685981323,1579.9193703079782,2600.0069134604632,2923.309002682821
300.30354240653566,444.94353914260364,600.0000000001211,941.4163509169604,900.000004607792,98284.5286059975,1887.632373862927,2235.3049719140286,2638.5012342439477,2770.107499005254,2600.0037332402076,2939.194291278082
300.4205279302257,457.1734673254855,600.0000000002552,949.936170735025,900.000021271613,232786.7173893276,1937.4202863473415,2239.5025952193546,2636.841161602754,2013.9446386619668,2600.002533027021,2941.8160600255806
300.05411329579016,449.0950028158121,600.000000000289,994.9323235675854,900.0000081810944,689121.3658055026,1903.052120666684,2233.973539443902,2637.7501536056143,2786.5298519162416,2600.002196329907,2935.953992749692
300.28265754344545,449.09240028622673,600.0000000005319,974.8016749291389,900.000003078431,138217.49382275,2065.848740938201,2236.0993236253526,2636.052037366452,2440.9735460995885,2600.0027822835345,2938.742594127245
300.10832634230985,449.09223997444644,600.000000000188,949.0809649802911,900.0000009741315,61355.374557466166,1904.481518286091,2906.1565070945157,2637.1431922755037,2333.436191517779,2600.009065181188,2930.954421109994
300.0345887587502,449.09096471443746,600.000000001175,968.5754574784851,900.000011505398,29008.250091701535,2040.225464432486,2372.68662748231,2636.085947378153,2245.862052150457,2600.0029395152046,2937.04913500451
300.1902883476567,449.0853286597678,600.0000000002234,909.8658741448553,900.0000025473774,174956.28618664236,2055.0181583686713,2233.6382442113454,2636.704538394139,1573.115627345247,2600.0059514290697,2929.3878307958157
300.04528225874554,471.7681375499595,600.0000000001125,941.3481440610253,900.0000455732677,364225.0576584343,2055.4548695651997,2767.8465655642813,2636.504339890904,1881.5111110540704,2600.0057273034813,2941.4481796297905
300.05163486476226,449.09246816024495,600.0000000000696,993.2251376026934,900.0000301332511,116137.60480822099,1910.7758191456624,2242.6073499125155,2636.535736442686,1843.850192989753,2600.00157213121,2929.3058923136873
300.1345360629708,449.09229878952897,600.0000000002859,976.6893508593992,900.0000266253181,43886.71160182335,2062.9033710821864,2232.2630750770127,2636.485155462151,2795.550321743435,2600.0167614094935,2925.6344063214674
300.1116271212241,449.0948121749065,600.0000000002291,928.2320558424937,900.0000287585909,55943.80102789086,1921.7665179987612,2176.6232800940656,2636.934571769113,2794.4690214729103,2600.008113275477,2938.5364016194844
300.15656624135784,449.08757140883813,600.0000000003336,932.7456555602178,900.0000163734284,67451.56070694947,1889.2773930019964,2244.796071444269,2636.092225933427,1640.9907690752457,2600.001451469104,2937.6098515573053
300.0479593550947,449.09176983901324,600.0000000002127,989.3760887621285,900.0000203486576,221792.36864542033,2071.5721076213804,2234.914913982869,2638.450905457737,1683.9274871716177,2600.018794322305,2940.21179911368
300.1186838818617,449.10341485580017,600.0000000009852,948.904551009165,900.0000081824862,475437.3517435212,2067.0900637148457,2235.265836669252,2636.944594722975,1522.232292136775,2600.0144511655785,2939.5724426947204
