F12022,F22022,F32022,F42022,F52022,F62022,F72022,F82022,F92022,F102022,F112022,F122022
3979.4562338089086,485.97417818439527,600.0010548808581,943.6773625632775,904.282047791514,4185309.224755067,2041.098571664305,4015.263828202699,2679.5970238154628,-231.0823012189785,2623.194819715357,2960.1202262302822
2286.111256556562,522.5055935101007,600.0018133612217,928.2847435016172,901.6515488496077,1274527.7482522633,2024.1208032540048,6784.22721242359,2727.1578067702176,-1309.445454205711,2607.6558789329515,2987.415895619089
5009.197859998498,480.27623583454937,600.0006669654063,898.1371119124765,903.0248483069963,320292.6104993039,2173.7181109919215,5511.1264998752795,2703.098706153558,-704.8209266409026,2602.9028953308143,2997.676746221254
10604.567474204852,504.6420422536459,600.0008537594205,928.5184492421162,901.101756167321,2065695.0026982725,1883.7015272281023,5762.767863128962,2673.4967927797006,90.70608294527437,2624.4383411421672,2969.2314699570243
2273.9487116375185,461.25415728017026,600.0033234286069,859.9429640526947,904.1724999208552,2634251.375403077,2035.5139486596718,3056.189352839928,2772.546370074994,449.9273668313349,2631.385784812752,2997.101438983077
13476.411745060857,487.2960198438475,600.0014436067906,930.9686407934889,902.7460409453232,1226566.7425890244,2059.2008174571297,3660.609922162905,2681.889561345882,440.736217155996,2615.9183676465395,2947.4203896873464
8423.46107757886,571.6169746587669,600.0008341906719,938.6735367882518,902.5725165739528,2457617.3351071705,1880.9179814949587,4615.913014056761,2685.091898369885,381.16535187756085,2629.0424931444495,2957.68705709421
7108.474763832101,454.02035071416196,600.0007868371694,936.5986536925843,901.3009208449761,2677158.847218211,2060.20345496142,6076.705297952065,2740.878212310201,616.9734252759877,2609.9203628751984,2962.7242657639654
10865.052628509316,489.0746285568197,600.001272025877,918.9322001480132,901.0348776719248,1475879.0585152276,1890.4292291473157,3794.632752133639,2710.337212362907,605.0838486662751,2621.752279566645,2961.4914261399676
6436.826679256069,554.533406683853,600.0012146967372,944.5052486546941,900.8431051909125,628179.8955480729,2123.73640991484,3594.5776990354925,2725.193140620646,-542.2267745277586,2605.2976818924144,2954.5908261145705
1793.4405430903712,534.2289025673497,600.0007138903186,891.205951780466,902.5828438799917,6925981.3892837735,2023.9506549469675,5140.352138853315,2716.9829436668247,209.91715707377625,2623.5071095171907,3003.6629107806134
9104.268840457587,509.5450639407721,600.0008882807949,918.2492016203057,901.3712000911789,858812.9841967503,2037.1000514352531,4221.2425924832205,2780.231484295326,1083.018756976889,2622.966478162329,2947.7648489137255
9697.531666668714,470.33085001851566,600.0013161442207,982.6266780443725,901.5126142117651,1658697.1449633236,2046.9143191272688,6902.843488891012,2705.31006535296,-317.5118575544443,2615.863951224287,2964.4024573123593
7090.872487171321,455.54302936094655,600.0027179970824,912.4111601143053,904.0940565319223,2468509.2573945913,1926.9765708237123,4816.948544344713,2677.07853907181,-597.7797963295898,2621.85244077876,2948.848653472193
6652.875738064196,442.006233447699,600.0011008177512,968.5133133625509,901.4197064134806,4772160.003618475,2053.258263178713,4028.8970028011922,2699.00471329395,-368.4391923151802,2626.3377667242257,2943.1914833813175
3725.2324366319494,516.7399509845345,600.0029312548689,908.2001555091884,902.319669667174,891889.352002111,2057.528614462132,5167.315866159433,2701.154711374084,39.94067506170677,2605.5412721844687,2963.655586023218
4169.867221511436,533.4507538754465,600.0008609497755,926.7367742012241,902.0523485541929,5310336.360944347,2052.146518273771,3791.8785097447326,2734.7074745821055,128.93197949458454,2608.506046635843,2963.6890392177456
10581.713114726235,479.31583503992897,600.000933786886,884.9913280392,900.63334395207,298038.3403291271,2120.1004603117194,3396.2933912525864,2750.1990374407287,-1055.0471712488538,2602.9645595799034,2920.761181278282
12744.558659259072,584.5998626521243,600.0011394762711,855.4070480709373,900.129901551647,609426.7102566834,1946.750326005439,2442.8208982713586,2695.366026854096,147.5045720218186,2607.9493438564728,3008.131521264072
10998.491383596765,476.36725596192485,600.0010816941048,979.4332709034704,904.9920078602057,489585.38563366287,2073.252028084394,6488.883336796609,2747.716504277114,1202.8640460071103,2604.5986468511846,2967.820714021213
5958.318458565946,474.776430191605,600.0016024026471,952.8992679234848,902.4506312203051,3765868.1635554717,1895.4634579358285,2468.903755222715,2672.8427289704878,-109.09518327002252,2631.4803263344456,2976.3081478215468
10037.270300898257,461.8915436933244,600.0017145905198,963.7172822981063,901.797088493444,1170797.7463406206,1879.6122611626547,4697.578513980256,2737.4449367658294,674.527371443653,2616.654921405746,2958.4286207551045
2665.101278875288,502.91743610721244,600.001960894077,946.1828378471641,900.8457788321558,8910926.01559667,1900.2389338409334,5151.004475336781,2708.367514828707,414.60543244989026,2623.6163751813415,2952.085197415362
13083.309887841384,477.3287011046463,600.0017591526622,922.4349936804231,902.5698440559952,3217325.501357116,2038.4590241992119,4275.436643677316,2713.7234735947773,138.78832458861052,2608.2426827985337,2924.0635382938954
2667.7082097128296,467.8101276373702,600.0014118297427,888.040104183495,902.0380337613317,1043170.7077342933,1890.5306549202144,4570.520723366968,2722.078067118587,964.8053287513194,2602.4766198336456,2992.881057748101
