F32022,F52022,F92022,F122022
600.0000001617021,900.17906989239,2300.0481355276856,2900.6813625255973
600.0000000722634,900.0001368977071,2748.588350387023,2973.695943409912
600.0000000984179,900.08955252942,2300.0584201257598,2886.6287435703707
600.0000001224713,900.0000767989952,2713.589938329411,2962.242032621581
600.0000000856081,900.0896266823952,2732.787745083843,2903.8685666833976
