trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19,trial_20,trial_21,trial_22,trial_23,trial_24,trial_25
6061.793346217052,7152.173144102821,5421.267998057792,6219.984459535561,4983.229727791955,5985.882764542837,6353.340144296852,5718.0475489696055,6261.71405153932,6015.27794168438,5959.485663440951,5601.743670179207,3453.74662091811,5408.8666217846785,6034.027594159241,6329.049771254974,5106.001412923268,6668.0231013884795,5046.614379938745,5978.087311643434,4269.7642635946495,5664.227088052279,5788.342200019787,5491.84804769483,5926.543835568173
5942.706906165696,6256.360080350078,5421.267998057792,6219.984459535561,4983.229727791955,4716.567255437463,6227.729338733244,5718.0475489696055,6157.732166019425,5596.625489974399,4824.092409869238,5598.720227703807,3453.296918528032,5068.326398571769,6034.027594159241,6329.049771254974,5106.001412923268,5776.358071981615,4919.488071143871,5827.223031434158,4269.7642635946495,5664.227088052279,5715.680615736986,3660.9941062334938,5799.676084994617
5942.706906165696,5911.114225794514,5256.66448879363,6219.984459535561,4983.229727791955,4716.567255437463,6223.234311215208,5662.930872422452,6157.732166019425,5401.476086477345,4824.092409869238,4833.300698895839,3439.3318709145547,4396.429252095676,6034.027594159241,6329.049771254974,5086.332935101485,5192.972196506173,4650.713131941485,5827.223031434158,4269.7642635946495,5068.25048110295,5297.958970032085,3524.0398169214063,5575.475409111322
5218.997179299975,5911.114225794514,5256.325042904962,6219.984459535561,4983.229727791955,4606.595431612859,6191.0165626610105,5624.248637383009,6149.309809896994,5401.476086477345,4655.6370083619695,4159.559118613084,3323.699379331676,4396.429252095676,6034.027594159241,6329.049771254974,5083.97174697606,5109.676747617526,4584.524261257568,5827.223031434158,3954.2165704312147,5068.25048110295,5251.727540843924,3511.1919987669153,5575.475409111322
5085.781183699628,5911.114225794514,5256.325042904962,5029.5827098964355,4900.384948087763,4606.595431612859,5492.347942728737,5581.04638216315,6147.837504169956,5401.476086477345,4655.6370083619695,4113.603463934041,3182.7966698152177,4323.650424530659,4970.7496030282755,6053.768569333666,5082.620475760421,5109.676747617526,4565.540357448663,5765.90639621597,3954.2165704312147,5068.25048110295,5060.155489130978,3511.1919987669153,5423.885829812595
4875.634811507379,5911.114225794514,5075.664791443332,5029.5827098964355,4739.261259614714,3998.177820598946,5492.347942728737,5351.927823165068,6147.837504169956,3978.5903458800167,4655.6370083619695,4113.603463934041,3106.497696942034,4323.650424530659,3172.435722760858,5439.999650276759,5065.523705501293,5099.877042826034,4565.540357448663,5765.90639621597,3917.171592344548,5068.25048110295,4936.35190409837,3511.1919987669153,5253.184313628906
4575.537288122077,5911.114225794514,5006.677368647308,5029.5827098964355,4739.261259614714,3998.177820598946,5492.347942728737,5106.209557341262,6146.7634563134225,3978.5903458800167,4655.6370083619695,4113.603463934041,3106.497696942034,4323.650424530659,3172.435722760858,5439.999650276759,5015.841620811927,5049.151961889175,4563.426826686915,5765.90639621597,3917.171592344548,4738.117441986287,4727.222302785996,3497.9417304124963,5253.184313628906
3481.3020078827512,5911.114225794514,4710.556050418405,4961.765896131694,4626.425835822737,3998.177820598946,5272.254762777453,5106.209557341262,6146.7634563134225,3978.5903458800167,4655.6370083619695,4113.603463934041,3106.303858762523,4288.116658916052,3150.7112243658835,5439.999650276759,5012.282851577394,5049.151961889175,4526.139616527915,5765.90639621597,3917.171592344548,4643.060941910278,4724.472573015481,3497.9417304124963,4849.2476266759095
3475.104869078782,5911.114225794514,4576.797928776112,4961.765896131694,4626.425835822737,3998.177820598946,5063.61956188791,5070.082382661531,6031.755351305219,3946.5661612504573,4638.605154385936,4113.603463934041,3098.391885371093,4161.637334931459,3150.7112243658835,5439.999650276759,5012.282851577394,5035.022395483722,4526.139616527915,5716.978429413778,3890.524312138322,4643.060941910278,4723.807642449813,3494.9012298964635,4849.2476266759095
3475.104869078782,5911.114225794514,4527.712470175045,4961.765896131694,4626.425835822737,3695.523188727615,4940.226803893212,5060.650337634762,5994.817952234626,3693.4914598874348,4634.4510432500465,4113.603463934041,3059.916242575983,3691.3507938664666,2910.918520305122,5431.372223791797,4949.072561923029,4711.325278006507,4526.139616527915,5618.743465302074,3888.9897277100617,4643.060941910278,4675.154291310122,3494.9012298964635,4848.228007874577
