Ackley2,Michalewicz,Langermann,Himmelblau
-199.99999911230714,-1.8013034096560707,-5.162126140241684,8.049494580555996e-08
-199.99999997967822,-1.8013034100985537,-5.162126159963984,9.856396543146258e-09
-199.9996725219334,-1.8013034100985537,-5.162126159963984,7.801951890846772e-08
-199.9999999995307,-1.8013034100985537,-5.162126159963984,0.0
-199.99998506753752,-1.8013034100985537,-5.162126159963984,4.9030569128703906e-08
