F32022,F52022,F92022,F122022
600.0000000019826,900.0,2300.1140818178505,2859.1119735103084
600.000000001378,900.0000076592084,2300.0053899350787,2817.446691627938
600.0000000005141,900.0000070268551,2300.006552969828,2860.0665054744086
600.0000001437007,900.0000114687314,2300.0021092470797,2854.086709572401
600.0000000024779,900.0000719050029,2300.1184598502705,2855.0963254191965
