F12020,F22020,F32020,F42020,F52020,F62020,F72020,F82020,F92020,F102020
77114299165.45825,7445.635815687587,2563914.420465329,1266122.564520981,67277353.8104715,73180752.34945205,3697748595.757945,9474.76708056057,58519.26982517914,17533.888616969933
73410013870.96631,8438.090852517706,2748643.139068385,1377378.6108307012,31232913.672884863,248664742.7129123,4609325594.526855,6855.940088891826,59573.249520576144,15524.066198437462
79130055198.52356,8978.756713431028,2660339.0213479768,796580.2262257747,67447928.98609,212410918.72310832,2290652756.7493224,9407.348566857068,56663.99040636246,14777.60196190233
72781961279.84534,9396.059821041887,2551458.9041413795,946678.7833869738,38992520.29161851,166469675.69071326,1038292397.316954,7795.560442243503,54581.18746942941,16124.620354243081
68937775417.41068,8642.607208012712,2575892.779540204,939670.3617520613,199732085.9219196,28809195.51641531,2289343644.082226,6788.695075677006,58587.71980886475,15967.779896847393
71881703245.41296,9824.480211794707,2890142.9753555874,864541.0149424444,182527702.19537935,191081527.41827568,6270049883.606946,7849.094819676458,58823.09847692461,17649.261189061544
79045667239.47664,11668.734377291175,2738628.68097426,1033664.4305271356,50235189.34712584,111875819.24082403,1191737307.9782138,8054.00358555787,55926.51577339898,15597.535842459769
87399409086.96535,10432.201913016315,2258376.1109108757,774082.3296197357,56454310.188056834,103672923.80699645,1240453003.3022416,8430.29450694415,53240.787891668806,12737.15266775966
84300040481.54755,8558.349454252559,2790021.669073204,175732.9131238344,82157463.3033189,357985662.0946331,2297988166.9444685,6226.107914862961,58525.472947328504,14029.51996354125
72119119934.78613,10113.599447983313,2549381.3148890706,1093435.1384037526,34353457.169270925,108483808.30832984,3072911397.8245525,6358.065692357987,58318.811761463185,15981.372799052231
74699746364.11801,9787.420138767593,2180558.1522691343,1008351.1347281241,124822408.27065203,73409140.89267227,1310396636.8514006,7469.968426800621,52222.57140213434,13565.282152510052
84154576834.28162,10742.395036845737,3016386.288722627,1246020.5776304025,40772946.451688886,193972674.53101045,3604500952.256302,7730.689516296302,55762.73997059274,15930.865675694375
81831021692.14233,9337.784978361487,3149296.8899866766,731418.0256596234,92452541.0507603,203360592.39821157,1000191206.80285,7799.1220271418315,55444.402377279,14924.68725709322
70291215078.1894,11225.740944740171,2466850.0887094038,777341.4595574646,53279991.24951166,81585083.67645152,4692117868.53005,10075.225778716525,57784.39730884662,12972.673504111652
73026073983.21101,10016.340631030214,2680845.9582816516,503277.7153076834,96432636.11514029,197177733.01510093,7181197405.198572,6064.9541385402945,59306.492568641224,14287.946271092598
71462403484.48514,9836.354171936913,3052056.077634943,1282519.3306543946,112517578.71334955,120879490.4870716,4320135674.00712,6980.520918762253,57417.59201646804,15101.391678469548
73687467562.11899,6790.891017571752,2833885.512941243,1239676.594983648,59691227.16617235,410036042.0481685,2213043319.4635606,8587.117675284673,50088.64392018051,15767.787872546736
82230650202.87482,11264.44775550938,2455120.7305742004,1370728.1709561998,67865583.10019717,132291218.86686519,3462492063.870507,7790.639527464912,54777.86556599208,12749.621142283338
77375402123.89099,9193.910421221331,2000462.0330560347,1084297.4678651444,56530521.33170505,107682706.4889699,6076665743.846144,8383.417869407996,56593.934370562754,16899.927002029282
80937637293.17003,7286.026034410519,2669545.6962601305,1001048.639591124,80398286.84010713,219778529.7237817,1409880509.3482487,6726.3177984681115,53318.07892376169,13927.47047517457
72969613484.34766,9103.475068338554,3048824.0952229076,678133.9430462951,133465578.05337526,111971055.5003947,2336149336.8167872,8106.350964491534,54306.74598614645,15816.937275944068
80724940864.00693,7659.363823204616,3093931.4711782187,798291.9927764358,83800367.77289933,214157999.58820337,13884847157.425032,9934.266225203191,57792.197181529984,15429.731804074865
82668856723.07451,8454.198450785896,2661064.2143686195,584489.8352738211,114586731.0898821,76995822.21873306,4054295123.052476,8380.124860154818,56276.99161478579,17411.964190352257
63179219723.43428,10151.589566407067,2296772.909011164,810684.6022577083,36102946.291091055,265805302.37351644,2047037601.7452533,9174.094845456762,55764.4495296461,12566.172730224314
76407857252.24751,11524.296239720958,2930271.6726482054,913526.727911029,65416219.34003361,235083836.46529326,2795431673.587108,7562.683173903403,56747.634958175964,13460.991180627108
