F12022,F22022,F32022,F42022,F52022,F62022,F72022,F82022,F92022,F102022,F112022,F122022
300.05752607683337,400.17956931689656,600.0000003696855,814.342519042119,900.0007706789784,16943.95952723061,2036.5767390882418,2225.0911442374213,2300.1989060064448,2726.0769162878864,2600.0940875540173,2910.699270879781
300.01399261152113,465.8101894731851,600.0000006888409,812.000931485556,900.0897800451985,21215.288008412,2024.7864879747267,2226.7688899772593,2734.299423864395,2568.976785858195,2631.222849062452,2870.7228111124846
300.02123488801885,408.916892035346,600.000001650264,812.0386798761116,900.4546337193432,26359.583329508037,2030.7816194699878,2244.49902195026,2719.5312656291203,1680.9468013389105,2602.723341018229,2876.4011088188513
300.0394576974475,400.1318867269035,600.0000019381754,804.9719790685745,900.0000354102394,21662.83985898815,2030.1663252811393,2237.0087286207017,2300.224573688956,2190.853781825531,2600.0990632185913,2862.229003091153
300.03626734344857,400.03805838028796,600.0000011022757,810.1003401605345,900.0903035393296,7994.339043768804,2038.8512787646478,2227.1017702324007,2680.605150967939,685.6900519310079,2600.0558469433454,2938.3766149961407
300.01376588865025,410.6173755686722,600.0000018902527,818.0016721447064,900.0895830230148,15351.913466747546,2030.201661605551,2286.346113165212,2732.1326387577265,2032.2331178945503,2600.0609372136732,2845.9016062296155
300.0188229425472,400.02677914175734,600.0000005601923,810.0036169292059,900.0001252903713,13370.018715333461,2035.2867764519258,2243.0879633115064,2696.036582522461,2641.246532829484,2600.0443433370683,2887.01317690129
300.03688452095486,400.37381746377554,600.0000010882927,810.1221932359181,900.0000200101066,27760.282748483853,2030.792937367014,2240.166350687573,2736.45615393224,775.0992301584345,2600.1042892214787,2888.26920593949
300.02807734240565,400.022401192139,600.0000022290966,814.5527792525206,900.4544662045893,15495.238767909297,2027.5458308132575,2226.9747388858573,2702.805431201992,1431.114835765994,2627.398418473492,2892.4386343491065
300.0264172176843,400.0327068820495,600.0000015729072,810.0314062197103,900.5438998169548,7095.854177182063,2028.2016627866399,2227.7663486345427,2731.2400676198645,2606.2499092145804,2600.046563728979,2876.0781990308783
300.0362216685264,464.0995367983862,600.0000010883589,812.0153840540839,900.6339752016755,29178.956647581905,2030.8097552817987,2231.185092251922,2659.518529127793,2601.218926612361,2600.063292773892,2802.753110584149
300.01843483469156,400.0971015473882,600.0000013453102,812.0123647988835,900.089579322783,26509.778519154774,2024.1925924647583,2226.960360387687,2300.150547057939,2607.440017637903,2600.0948049614617,2865.8993748033026
300.01954102984644,400.56726681227894,600.0000027516966,814.0149810379645,900.454576139131,31667.006639789804,2029.0638660530583,2247.421634952542,2740.6620031405737,2601.9350355085385,2600.1014631384814,2937.4807484449652
300.02850564572515,408.91739984202286,600.0000009049356,824.0121828283558,900.000183020054,17414.147983323124,2034.740727467339,2225.9457265069973,2300.1872337941895,2204.8151924363005,2600.0782894602007,2933.191061360594
300.0202003076684,400.0169540205262,600.0000014949502,816.0493796298964,900.0001360636833,13095.805499123975,2058.0100387754783,2224.1327044516634,2300.1502608860096,2364.7394142824533,2600.0752158045525,2853.741139832973
300.0248472836288,400.0727494501312,600.0000012620185,806.2934877230875,900.1791326922373,36820.25193696808,2028.7352080412484,2235.1884346825786,2677.5668926077215,2581.1288939527617,2600.0811331948553,2942.230620768426
300.052139909712,404.14290650091255,600.0000008226616,810.0618610424577,900.000110525194,11955.525048791325,2029.5101074404997,2254.4886791018175,2724.9641510427055,2610.396930152319,2600.0896922949164,2905.8797846822736
300.0110710526219,461.9938654168824,600.0000015517227,812.0486223729846,900.4544807460809,16386.230885479526,2033.5068377873465,2252.5180863589017,2300.138967068543,2626.5782125689348,2600.0678500801787,2870.7071024660722
300.0505278393694,400.2751128959888,600.0000014268694,816.0625548845827,900.0004625075484,19581.319225389067,2047.3156995624554,2226.659217297471,2300.133939047138,2137.055696444543,2600.070190050859,2883.5883747948783
300.0200686179097,400.25149727992806,600.0000007161777,810.271168177197,900.5441142089928,27835.70462797559,2036.9936169478362,2228.6239787389845,2745.6139746635645,2621.9436529607383,2600.0766298720882,2869.0024578680377
300.0296507617679,403.9938088488483,600.0000022850088,822.0000667365763,900.0897661475174,28140.390728934544,2025.0130535095777,2228.808513066289,2661.630315231764,2591.4642687916303,2628.6126356095374,2901.8763672074815
300.05205240316064,400.00330879787526,600.0000005200116,806.1383001345471,900.0000345980264,43728.005562844235,2031.0945087253203,2237.217995187682,2697.9812585497075,2597.7158626641626,2600.0872568199356,2839.0247914787983
300.02329572341705,442.6447511999865,600.0000010601943,816.0098378643145,900.0001771179839,10696.570341256647,2031.943301840907,2258.365490231331,2710.5527026388136,2597.767392289893,2600.0785591267045,2847.9159483317394
300.0182235318727,400.0084476957751,600.0000010690013,812.0019874469671,900.0000416366711,37074.20140877699,2029.629321898847,2225.834003482041,2300.167429357164,2593.8632796958145,2600.068512048536,2882.081114295923
300.0140157443709,400.6103544473335,600.0000015559142,808.1679582488047,900.0000994009058,8398.552425341255,2031.460691222337,2237.5255674010796,2671.487318544356,2574.0887027506838,2600.0795471915553,2890.0396834614658
