Ackley2,Michalewicz,Langermann,Himmelblau
-199.99999929690296,-1.8013034081269332,-5.162126159963388,1.6178006426638147e-17
-199.99999953849306,-1.8013034100985537,-3.000037600554545,8.43704093073787e-24
-199.9999999842363,-1.8013034100985537,-5.1621261574321435,1.4003447319635238e-22
-199.99998566133075,-1.8013034100985537,-5.162126159963984,8.855517557663787e-11
-199.99980393046383,-1.8013034100985537,-5.162126159963983,1.1643163140556267e-14
