Ackley2,Brent,ChungReynolds,Cigar,Matyas,Leon,Michalewicz,CrossInTray,Hosaki,Langermann,Levy5,Mishra5,Alpine2,Hansen,Himmelblau,Chichinadze
-199.99908616422613,1.3838965267367376e-87,1.314521531128309e-16,351.10528874315366,9.387675306267717e-08,2.4332331056531937e-06,-1.8013034100246257,-2.062611870257887,-2.3458115698186637,-5.16212584066084,-138.19383403293634,-1.0198295199292133,-6.129503876313771,-176.54170247767112,2.4069262397705103e-07,-42.94438627271308
-199.9996117140617,1.3838965267367376e-87,1.8704090228339855e-13,5.6105173233357375,2.621515260450478e-08,8.43494617658956e-06,-1.8013032734468308,-2.0626118704493073,-2.345811575912984,-5.1621250947383786,-176.13710649736197,-1.019829519927908,-6.129503883927416,-176.5417489778885,1.5735013526887327e-07,-42.49717342099513
-199.9969331634255,1.3838965267367376e-87,5.833385458689034e-17,174.990888177618,1.4376641699279443e-08,3.0371541504790092e-06,-1.801303291854552,-2.062611870803066,-2.3458115335023564,-5.162125795118655,-144.32502551223916,-1.0198295199258658,-6.129503868454622,-176.54177331051005,1.3085209284664404e-08,-42.497173422805844
-199.99899066344133,1.3838965267367376e-87,3.209835116090367e-13,172.76917748359807,4.937561299677413e-08,8.707549984557015e-06,-1.8013033831307603,-2.0626118705546346,-2.3458115490707714,-5.162126111084465,-176.13756837671073,-1.0198295199072618,-6.129503817020361,-176.54178398699227,9.397406029002285e-07,-42.497173423274106
-199.99908788799024,1.3838965267367376e-87,2.916741836733538e-13,1213.1158673125465,2.5377029767514476e-09,0.000732074211638208,-1.8013033403948153,-2.0626118706449974,-2.3458115389667715,-5.162126087847601,-144.52502112056536,-1.0198295199308367,-6.129503851404692,-176.54174985873723,1.8321222783515362e-07,-42.94428881427811
-199.99776992904629,1.3838965267367376e-87,1.4633539483742727e-12,27.35444046132319,3.987742973492762e-09,1.65664482600088e-05,-1.8013031388776428,-2.062611870501026,-2.345811568381354,-5.162126157452063,-128.82898760493927,-1.0198295197924963,-6.129503851924438,-176.275385729562,6.27954722528834e-07,-42.94438661854145
-199.99877493244261,1.3838965267367376e-87,6.117998665428144e-14,40.02242634170822,6.164316233288707e-08,3.9249981576080516e-08,-1.8013034053173138,-2.062611870711404,-2.345811573066182,-5.162126047751149,-144.52508578425926,-1.0198295199284224,-6.129503886026413,-176.54178678145286,4.096106889688237e-08,-42.49717342302402
-199.9990521785743,1.3838965267367376e-87,3.203665414353722e-14,1.6133783108773616,3.2648116921347396e-08,0.00036955884751817606,-1.801303070798107,-2.062611870788364,-2.3458115634758867,-5.162126152372209,-144.32424557494696,-1.019829519814326,-6.12950387615817,-176.54179307850842,8.463228943631193e-07,-42.94438514619241
-199.99916549603628,1.3838965267367376e-87,3.3641338588197845e-17,93.11401003348465,5.604864098008008e-09,6.570421727093732e-06,-1.8013033636726028,-2.062611869815703,-2.3458115748379704,-5.162125958760434,-144.5250890503282,-1.0198295199254674,-6.129503535065788,-176.5417888970874,3.7867644569611346e-07,-42.94438681656001
-199.9991543846162,1.3838965267367376e-87,2.3900769964161823e-14,5.375141762593911,3.2731338745261263e-09,4.598278812550583e-05,-1.8013033337146616,-2.062611868690586,-2.3458115626474223,-5.162126134179785,-176.13748765523968,-1.019829519930584,-6.129503761227127,-176.5417559781645,4.3773767348032895e-08,-42.944386462865936
