Ackley2,Brent,ChungReynolds,Cigar,Matyas,Leon,Michalewicz,CrossInTray,Hosaki,Langermann,Levy5,Mishra5,Alpine2,Hansen,Himmelblau,Chichinadze
-197.46568822571163,13.59792007835887,21.81438667050331,430.98211998589943,6.968218862762668e-05,0.037324062987365764,-1.1424788985493723,-2.060975805621545,-2.345585218016747,-2.9187076488232315,-172.24744824836867,-0.6388312347265311,-5.802252153414813,-175.24292860941486,6.89748652348041,-42.476222742569085
-199.87472094837906,1.226838029712552,0.17972125023435004,553618.8924642482,0.003915377849464141,0.005322875364141605,-1.6496080911215074,-2.0626012855451816,-2.3109759429475045,-2.9500090440300624,-149.25073620325037,-0.20314526697999935,-6.081957458382388,-148.9156819229214,8.782197145164805,-42.15007522220006
-198.21126828644967,14.222795401817422,1.824131275378842,26988.19407144585,0.00031165581268542816,0.27727116566334287,-1.4115306346057315,-2.0620094701680145,-2.1125989332520887,-1.6226760101893924,-170.6464466244911,-0.33645295756659643,-5.847960963853095,-141.37184174292508,6.048714879072354,-42.48550940412041
-197.7906652367852,4.124097098018411,7.76878966264997,313.37859973172215,0.0031735806993710355,0.1405133583020855,-1.750218842795992,-2.0621055130675594,-2.3385005647445567,-2.9746940910376827,-151.44300223744426,-0.34046694604086114,-5.7209367612296145,-116.66697286552102,0.3499260000771947,-42.86446389419222
-196.83624745580076,7.634294570938404,4.141997082127935,33.03753645481589,0.00926995708952788,0.22137899983560025,-1.5836106626268487,-2.0607129588090602,-2.0827131629798994,-4.59506398626741,-171.842863661527,-0.47218285984210295,-3.8036397502623687,-129.33624143999188,0.4200123015374921,-42.64978133903864
-195.06760835302447,14.243197954355217,41.752940336048134,3704.804804274833,0.042685365309508116,0.23383086628405278,-1.6229404147647777,-2.0612804122297566,-2.128341297895465,-1.5742036647274829,-166.65330890939956,-0.5053124501604431,-5.822439516100682,-130.9147713909455,1.1525206002608583,-42.49594369278793
-198.3138822160347,8.308902568645646,78.99447154954908,1558.0132022514154,0.0012695169041979579,0.5732724120816508,-1.5656375465801389,-2.0622184097999945,-2.1642533475034367,-1.0744319573194057,-170.7098837324927,-0.7660893421910275,-4.911866736998392,-144.32351577945852,18.78613905129559,-42.71877783481543
-199.87340756532979,1.5663818257417876,0.06098198977163616,267.2435308078004,0.000550742914339116,0.36602816664946014,-1.7998695825796625,-2.05908890922395,-2.314318421689816,-1.995036232193146,-108.73040588304892,-0.6017753882812082,-3.6277891947973053,-134.29247532988035,2.499993117031817,-42.146365280958726
-198.4778706752184,2.8503735869488565,0.8871759458014811,578.7036393094528,0.002272498456109901,0.764029255597106,-1.647511952553359,-2.056899713579832,-2.333987174931104,-2.442448689742198,-156.2267959963541,-0.35214717487989405,-5.796428738327674,-152.25188183067243,19.99478826250974,-42.42777796232082
-198.79441537481915,25.45268545967572,17.05794493189873,5291.644048926718,0.0015043185960655885,0.48840057204623377,-1.7138891518569106,-2.0604221049532665,-2.273150932511088,-2.4199266098443637,-143.01591806567015,0.11267950091974908,-3.9886377920945115,-126.30898610510764,9.94067047899211,-42.821072020857564
-196.24862919709082,39.74870228299012,2.105085598049081,14729.783428472072,0.005663333348195708,0.08840364537427914,-1.6203371784337604,-2.061487778319162,-2.3404713519327993,-4.897554255549117,-171.1520581137584,-0.20943819936463742,-5.910773005790572,-141.75782111589686,1.165219469764909,-42.913715479665775
-195.67605544727056,6.9822328519499255,0.3708926938822955,598.9486408507909,0.0034339138254885285,0.15915886043394997,-1.0597521843144895,-2.0625821065208703,-2.320741118714939,-2.1043032683018956,-139.00947309758018,-0.31781912206612506,-5.742541541722349,-143.7448317466206,8.881012762287646,-42.49681756703669
-198.60078461571266,23.53786065868554,29.347835388156618,173.21117359804242,0.009702227962769998,0.15397527818248477,-1.7888386257080304,-2.0611400719543727,-2.19916846896929,-4.886919476571994,-165.298446810602,-0.44190626313443077,-5.265824919070376,-145.00314319034487,0.3057326001414029,-41.94439010382363
-199.24759553889336,2.808025731009501,0.20364409181819415,8726.330420601094,0.04152186055048246,0.20573496056602225,-1.745695622366476,-2.060482161775299,-2.2930473398592652,-1.1361248281618392,-171.13852329381024,-0.3653442128558223,-4.504428200523377,-88.28822374849054,2.9758715826256252,-42.55657012946616
-199.15900023339677,5.684722199116251,55.02507442843356,41457.36952454305,0.005306042614492426,0.33520706718898136,-1.800575239801835,-2.0626027050218005,-2.321331074177065,-2.1278852727964335,-161.13011519066205,-0.416075639410293,-4.640362144856644,-153.68380821003907,0.330040134853204,-42.546187919014656
