Ackley2,Brent,ChungReynolds,Cigar,Matyas,Leon,Michalewicz,CrossInTray,Hosaki,Langermann,Levy5,Mishra5,Alpine2,Hansen,Himmelblau,Chichinadze
-199.98967665119065,0.2720754008847649,3.5623737092442472e-06,1868768.108145194,0.012934392569825842,2.193964195785873e-08,-1.801303227179016,-2.0626101139528976,-2.345266537569681,-5.153240117739981,-175.1138484419888,-0.9047842912599476,-6.119986743363257,-176.33711733954613,5.214260786694656e-21,-42.94438701899098
-198.37897714026343,2.641694947471592,0.040940554869104896,0.11496984085985967,0.00024113232072470701,0.008979018503563693,-1.8012984805873111,-2.0625882927835346,-2.3456580010772266,-5.162125753576235,-175.88162842419771,-0.7103413018661269,-6.127163182257464,-176.54161770189185,7.894165306030647e-07,-42.944342992047275
-195.07168420223854,1.3838965267367376e-87,8406.988157961057,469.44829548473473,0.0005814627816542982,8.327868485287203e-05,-1.801303318166563,-2.0624378059093056,-2.331305919757815,-5.162123355488189,-144.3250259492989,-1.0198295188708473,-6.123868004092466,-176.54128240891984,0.007014845831989892,-42.94402904348587
-198.87055996552755,1.025635281634809,4.512371121044328,2.2291271770187095,0.003056402246750023,0.06011142859499675,-1.8013034100985537,-2.062611870288019,-2.1748809131945905,-5.125895888590803,-143.86141125757976,-1.0195378329954803,-6.129503821883245,-176.53945549105228,2.8087452467238905e-05,-42.94438377095377
-198.82501946278225,3.4305612628481157,28.338555039312205,3407.5272032067774,0.046235592077424226,2.5850188765327593e-06,-1.7978629951343632,-2.0622220681253074,-2.3458115186820403,-5.147469118772708,-176.12502241875865,-0.5787758830669807,-6.129385160336707,-171.5174731087395,0.0005751912844767393,-42.94438647248956
-199.9591576825744,1.3838965267367376e-87,0.002498599275501349,0.026582669655262604,0.003764531684966606,0.06721818076600787,-1.7972662308888974,-2.062611866227229,-2.3383586957861495,-5.1621140371994265,-176.1364714743344,-1.019716469745504,-6.129364308003019,-176.18824759144522,0.002060753488333014,-42.497173423491034
-195.68318094710057,2.033595945037907,3.793740775875888e-06,0.1828736378326833,4.142216620610313e-06,0.3043664711988748,-1.8012979283682935,-2.062436187643319,-2.3454806130462753,-5.160125453747853,-144.52489173252545,-1.0198295199309433,-6.129420856524666,-176.34853317583026,0.005775555641184563,-42.497173480742255
-199.77257275854748,6.553100109336892,4533.671164443612,0.10596667456565263,0.03915307881601676,0.006371527530844354,-1.8013030544673123,-2.0626116831538086,-2.345810202453978,-5.134235314116226,-176.13734472013272,-1.0182606507749161,-6.129488579799682,-176.54174507883405,1.5288552773195727e-05,-42.497173423491034
-194.33783724905905,0.9375901588072688,784.2708660692072,0.07433626875725474,0.003182038880391355,0.000384685081463521,-1.80130340983487,-2.0573302130913786,-2.34581157422742,-3.0000293955497495,-176.13757800162946,-1.009981478296259,-6.12950387742136,-176.5417931367408,0.0012668663005867826,-42.541092410191816
-196.11426133506112,1.3838965267367376e-87,2557.4162990988525,23356.380281829304,0.015374790838326685,0.00025299446507576586,-1.8012506592153303,-2.062598552021489,-1.827821064900115,-3.1904560369640413,-176.13268149922806,-1.0197851276318082,-4.830953799916928,-145.38271298639606,2.6344892021447884e-06,-42.94438699402768
