trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19,trial_20,trial_21,trial_22,trial_23,trial_24,trial_25
3349.9367143192776,3431.758707298041,3956.789119775996,3903.4014781948918,3360.034746301453,4229.200989434891,5010.044557748387,3069.2545469679308,4708.034501904347,3911.5520632406374,5132.891338249834,3345.14194230488,3843.279700038015,2824.2179990669983,3565.373510929015,3579.4077432492877,3737.410869116249,3694.2588904791073,3684.8723290878306,3707.587619468297,4301.612046370282,4697.2410464215245,2910.678565144372,5507.5962266404495,3034.2392992796563
3349.9367143192776,3356.591995194961,3956.789119775996,3354.2614781562093,3058.593351250195,4229.200989434891,4819.624393466353,3040.542491777094,4321.477523657562,3177.114827860615,3953.9360797301433,3345.14194230488,3843.279700038015,2824.2179990669983,2922.0400949780615,3579.4077432492877,3608.988322918687,3693.486950844789,3684.8723290878306,3707.587619468297,3346.9648840835102,4560.398926392376,2910.678565144372,4243.116372059145,3034.2392992796563
3349.9367143192776,3039.080329393381,3825.0832243542136,3269.854475049355,3058.593351250195,3747.0864597299565,4020.973120381113,3040.542491777094,3924.8911704416123,3145.6524854100544,3484.724253024646,3313.7148943458797,3435.1541021607654,2730.833784403797,2922.0400949780615,3579.4077432492877,3194.982437025433,3693.486950844789,3684.8723290878306,3597.6386446444353,3346.9648840835102,4127.636567578647,2886.2409484856666,3756.7366120731913,3006.1303004180527
3340.5304109984345,3039.080329393381,3052.9207667831884,3269.854475049355,2963.2259331298483,3527.2132771374413,3321.0689215254883,3040.542491777094,3924.8911704416123,3145.6524854100544,3484.724253024646,3265.494420580114,3380.368895704414,2730.833784403797,2866.5890592817095,3579.4077432492877,3194.982437025433,3674.0997238930486,3494.1654215896715,3554.7693197162853,3326.4215295360996,3506.021356121196,2886.2409484856666,3574.882616544067,2899.601879502592
2999.96219865469,3039.080329393381,3052.9207667831884,3228.8097840364444,2963.2259331298483,3392.480419152609,3260.569324122107,3025.6697153771015,3467.4314896827677,3092.0820058320487,3370.8891792395116,3265.494420580114,3227.102859342931,2730.833784403797,2866.5890592817095,3547.5654031291588,2802.5119530220095,3346.138331350212,3347.1522556981345,3554.7693197162853,3288.5472158587163,3503.7638628460995,2880.1087701839833,3533.261016182258,2899.601879502592
2999.96219865469,3039.080329393381,2969.5351007591526,3193.671349926579,2963.2259331298483,3272.030124333104,3260.569324122107,2919.6742391342755,3467.4314896827677,2938.576950102904,3370.8891792395116,3094.4351506426847,3227.102859342931,2693.1169837691286,2856.7146103242885,3317.491455748741,2802.5119530220095,3340.8201175176664,3339.049877242955,3510.6126915914515,3262.958204395528,3246.993879759841,2780.9775853753545,3242.7688454072418,2899.601879502592
2987.552159604552,3016.8460879868912,2969.5351007591526,3140.9626784940965,2895.001701380909,3136.315435674176,3239.3740556855605,2879.8775554105005,3467.4314896827677,2805.515578946286,3204.7257153805313,3094.4351506426847,3149.1173589018,2693.1169837691286,2807.604662448646,3271.4293791260743,2736.108035815497,3251.134517639136,3242.5534459724086,3046.090616383057,3180.8625733679883,2963.823237674591,2775.954435609182,3149.010717904617,2899.601879502592
2987.552159604552,3014.7865455121787,2964.5129859112803,3033.3085128659477,2895.001701380909,3136.315435674176,3239.3740556855605,2879.8775554105005,3428.5395639082553,2797.8553923721734,3204.7257153805313,3077.4412673004385,3149.1173589018,2693.1169837691286,2712.906077143902,3172.2559452594523,2736.108035815497,3062.268915420446,3120.673650275816,3046.090616383057,3113.2881307777316,2963.823237674591,2758.2192684916445,3149.010717904617,2899.601879502592
2927.1801010579106,3011.3631790428335,2909.865329046763,3033.3085128659477,2895.001701380909,3123.4261429691887,3163.856332904408,2863.3251789227056,3414.6367963899193,2779.1850883771895,3178.264735858313,3077.4412673004385,3122.1921102176916,2599.29376501055,2651.9388133537764,3166.2654419232517,2736.108035815497,3020.8566096784602,3049.6177467915895,2985.1551452762887,3113.2881307777316,2963.823237674591,2740.312709581153,3099.5097382831805,2883.2615170031654
2927.1801010579106,3011.3631790428335,2905.721972109393,3033.3085128659477,2888.9199571200916,3046.978492394773,3118.733626269282,2863.3251789227056,3232.6724478410624,2770.461163486867,3121.7905871870717,3058.882643347992,3107.695162921634,2599.29376501055,2645.4074579424914,3136.053351116302,2668.683266397876,3020.8566096784602,3044.2433982491375,2979.8335013345018,3113.2881307777316,2951.9789950897084,2736.7414924079203,3027.641959231574,2880.476228866163
2913.021779938417,2986.736789729978,2889.1075251653224,3033.3085128659477,2862.0912166231674,3018.604019712443,3094.030117214975,2847.6504213766866,3221.4747393291896,2770.461163486867,2888.2846766746707,3058.2558054801743,3101.0175322637847,2554.30861229743,2640.591636553741,3136.053351116302,2612.3075482318054,3011.572094616662,3039.1759207789028,2979.8335013345018,3062.332213290092,2936.8658553800187,2731.408973357956,3027.641959231574,2867.201321370048
2913.021779938417,2966.895026026351,2864.9585044034347,2982.897372017492,2861.3323947958365,2897.4712785061724,3094.030117214975,2837.82214596743,3105.7497092503713,2746.717081069161,2881.5103309124897,3054.3970983651725,3086.3584400555014,2532.706091509332,2640.591636553741,3010.237699414454,2612.3075482318054,2954.058399555063,2953.5945487569293,2910.632075006909,3052.527543861156,2921.67239406782,2724.1847473198927,3027.641959231574,2825.357193836788
2890.5771421753143,2933.7114176489113,2845.7580905925834,2982.897372017492,2857.044553390105,2897.4712785061724,3054.2379610032817,2805.629630833397,3089.7892938856526,2746.717081069161,2866.582608706195,3034.853754700267,3078.1845582963183,2496.1731931053682,2594.9533380525195,3010.237699414454,2476.5940915006768,2952.137571495477,2953.5945487569293,2869.6533003917757,2899.3621858485617,2875.0264281723403,2713.4636248802844,3027.641959231574,2817.4404334835986
