F32022,F52022,F92022,F122022
600.0000089002999,900.933320524442,2717.907335731285,3070.6639576330626
600.0000119045559,902.3683414481264,2660.9261054828107,3095.0791211040632
600.0000087557436,901.5485841944504,2675.1031874948703,3144.3232543921226
600.0000101610008,900.6340794872476,2695.9558714095606,3166.035353410277
600.000006835434,901.6177747833356,2302.786854986129,2943.139280108487
