F32022,F52022,F92022,F122022
600.0000100803993,901.0902102135228,2667.9303202909264,3045.688975781905
600.0000101534782,900.5449769233871,2664.662779773976,3130.0611745190527
600.0000055644507,901.1113592773775,2300.9198704311257,2978.126010919246
600.0000076550782,901.4531002477931,2696.6964249616676,3023.724312341146
600.0000102203213,900.7259013984169,2704.6298382144923,3038.198351901123
